stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\SAM-Tech\source\repos\Project4 - Copy\Debug\allegro5.cfg r
font     D                ttf.c:287  alloc_glyph_region               [   0.64211] Locking glyph region: 091ABFC0 112 0 32 28
font     D                ttf.c:167  unlock_current_page              [   0.64219] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   0.64227] Glyph 55: 26x26 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.64232] Locking glyph region: 091ABFC0 144 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.64239] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   0.64247] Glyph 50: 29x25 (32x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.64253] Locking glyph region: 091ABFC0 172 0 32 28
font     D                ttf.c:167  unlock_current_page              [   0.64260] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   0.64269] Glyph 47: 25x26 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.64275] Locking glyph region: 091ABFC0 204 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.64284] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   0.64292] Glyph 36: 31x25 (32x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.64298] Locking glyph region: 091ABFC0 232 0 32 28
font     D                ttf.c:167  unlock_current_page              [   0.64307] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   0.64316] Glyph 60: 28x25 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.64322] Locking glyph region: 091ABFC0 264 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.64330] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.64527] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.64546] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.64672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.64682] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.64799] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.64809] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.64921] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.64931] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65051] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65177] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65294] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65306] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65422] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65433] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65539] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65633] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65642] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65768] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65777] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65871] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65881] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65985] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65994] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66104] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66219] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66361] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66384] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66392] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66416] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66425] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66458] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.22654] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.22692]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.22700]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.64235] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.64262]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.64272]  0.000000 0.707107
font     D                ttf.c:243  alloc_glyph_region               [   2.64289] Glyph 87: 22x23 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64298] Locking glyph region: 091ABFC0 292 0 24 24
font     D                ttf.c:167  unlock_current_page              [   2.64307] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64320] Glyph 92: 24x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64328] Locking glyph region: 091ABFC0 316 0 24 24
font     D                ttf.c:167  unlock_current_page              [   2.64351] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64363] Glyph 83: 23x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64371] Locking glyph region: 091ABFC0 340 0 24 24
font     D                ttf.c:167  unlock_current_page              [   2.64381] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64392] Glyph 72: 23x24 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64398] Locking glyph region: 091ABFC0 364 0 24 24
font     D                ttf.c:167  unlock_current_page              [   2.64409] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64420] Glyph 82: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64426] Locking glyph region: 091ABFC0 388 0 28 24
font     D                ttf.c:167  unlock_current_page              [   2.64435] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64443] Glyph 88: 24x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64450] Locking glyph region: 091ABFC0 416 0 24 24
font     D                ttf.c:167  unlock_current_page              [   2.64459] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64468] Glyph 85: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64474] Locking glyph region: 091ABFC0 440 0 28 24
font     D                ttf.c:167  unlock_current_page              [   2.64482] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64491] Glyph 81: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64497] Locking glyph region: 091ABFC0 468 0 28 24
font     D                ttf.c:167  unlock_current_page              [   2.64506] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64515] Glyph 68: 27x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64522] Locking glyph region: 091ABFC0 0 28 28 24
font     D                ttf.c:167  unlock_current_page              [   2.64531] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   2.64539] Glyph 80: 28x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.64546] Locking glyph region: 091ABFC0 28 28 28 24
font     D                ttf.c:167  unlock_current_page              [   2.64554] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.64584] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.64592] _al_d3d_sync_bitmap (video) ref count == 1
audio    E              audio.c:23   _al_set_error                    [   2.64726] Attempted to attach a sample that's already attached (error code: 2)
audio    W         kcm_stream.c:651  _al_kcm_refill_stream            [   2.65115] Out of buffers
font     D                ttf.c:243  alloc_glyph_region               [   4.74373] Glyph 78: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   4.74411] Locking glyph region: 091ABFC0 56 28 28 24
font     D                ttf.c:167  unlock_current_page              [   4.74422] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.74458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.74470] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   5.25158] Glyph 79: 21x23 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   5.25183] Locking glyph region: 091ABFC0 84 28 24 24
font     D                ttf.c:167  unlock_current_page              [   5.25191] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.25226] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.25235] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   7.51318] Glyph 77: 19x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   7.51349] Locking glyph region: 091ABFC0 108 28 20 24
font     D                ttf.c:167  unlock_current_page              [   7.51361] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.51398] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.51408] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   8.68861] Glyph 86: 22x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   8.68890] Locking glyph region: 091ABFC0 128 28 24 24
font     D                ttf.c:167  unlock_current_page              [   8.68901] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   8.68917] Glyph 20: 14x25 (16x28)
font     D                ttf.c:287  alloc_glyph_region               [   8.68926] Locking glyph region: 091ABFC0 152 28 16 28
font     D                ttf.c:167  unlock_current_page              [   8.68957] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   8.68972] Glyph 91: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   8.68980] Locking glyph region: 091ABFC0 168 28 28 24
font     D                ttf.c:167  unlock_current_page              [   8.68992] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [   8.69004] Glyph 19: 27x25 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   8.69011] Locking glyph region: 091ABFC0 196 28 28 28
font     D                ttf.c:167  unlock_current_page              [   8.69021] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.69058] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.69067] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   9.80667] Glyph 22: 26x25 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   9.80701] Locking glyph region: 091ABFC0 224 28 28 28
font     D                ttf.c:167  unlock_current_page              [   9.80725] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.80790] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.80798] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  10.27240] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.27274]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.27303]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  10.27338] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.27354]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.27363]  0.000000 0.707107
font     D                ttf.c:243  alloc_glyph_region               [  10.27379] Glyph 21: 25x26 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [  10.27385] Locking glyph region: 091ABFC0 252 28 28 28
font     D                ttf.c:167  unlock_current_page              [  10.27393] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.27441] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.27450] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  10.50564] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.50593]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.50613]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  10.67349] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.67382]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  10.67396]  0.000000 0.707107
font     D                ttf.c:243  alloc_glyph_region               [  10.90582] Glyph 16: 15x10 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [  10.90623] Locking glyph region: 091ABFC0 280 28 16 12
font     D                ttf.c:167  unlock_current_page              [  10.90653] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.90716] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.90727] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  11.57231] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.57261]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.57278]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  12.33904] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  12.33929]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  12.33938]  0.000000 0.707107
font     D                ttf.c:243  alloc_glyph_region               [  17.33903] Glyph 76: 11x22 (12x24)
font     D                ttf.c:287  alloc_glyph_region               [  17.33927] Locking glyph region: 091ABFC0 296 28 12 24
font     D                ttf.c:167  unlock_current_page              [  17.33941] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [  17.33956] Glyph 89: 26x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [  17.33965] Locking glyph region: 091ABFC0 308 28 28 24
font     D                ttf.c:167  unlock_current_page              [  17.33990] Unlocking page: 091ABFC0
font     D                ttf.c:243  alloc_glyph_region               [  17.34001] Glyph 71: 24x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [  17.34007] Locking glyph region: 091ABFC0 336 28 24 24
font     D                ttf.c:167  unlock_current_page              [  17.34017] Unlocking page: 091ABFC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  17.34050] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  17.34057] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  24.07261] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  24.07280]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  24.07289]  0.000000 0.707107
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93042] removed dtor for queue 091B84D0
audio    D         kcm_stream.c:787  _al_kcm_feed_stream              [  45.93060] Stream feeder thread finished.
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93106] removed dtor for sample 035B31E8
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93121] removed dtor for bitmap 091ABE18
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93154] removed dtor for bitmap 091AA4D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93224] removed dtor for ttf_font 00A688E0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  45.93265] destroying display 00A4BD60 (current 00000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.93615] converting display bitmap 091AC168 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.93625] added dtor for bitmap 091ABFC0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.93634] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.93643] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93680] removed dtor for bitmap 091ABFC0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.93714] converting display bitmap 091AAC90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.93723] added dtor for bitmap 091AB5D0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.93730] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.93737] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93758] removed dtor for bitmap 091AB5D0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.93784] converting display bitmap 091B15B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.93832] added dtor for bitmap 091ABFC0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.93840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.93847] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.93948] removed dtor for bitmap 091ABFC0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.94031] converting display bitmap 091B1408 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.94094] added dtor for bitmap 091ABAC8, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.94103] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.94110] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.94213] removed dtor for bitmap 091ABAC8
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.94283] converting display bitmap 091B0928 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.94335] added dtor for bitmap 091ABAC8, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.94343] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.94349] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.94455] removed dtor for bitmap 091ABAC8
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.94522] converting display bitmap 091B0780 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.94579] added dtor for bitmap 091AB5D0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.94588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.94595] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.94709] removed dtor for bitmap 091AB5D0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.94791] converting display bitmap 091BA420 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.94853] added dtor for bitmap 091AB5D0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.94861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.94869] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.95041] removed dtor for bitmap 091AB5D0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.95110] converting display bitmap 091BA278 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.95164] added dtor for bitmap 091ABE18, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.95173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.95181] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.95298] removed dtor for bitmap 091ABE18
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.95362] converting display bitmap 091BA0D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.95411] added dtor for bitmap 091AB5D0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.95420] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.95427] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.95557] removed dtor for bitmap 091AB5D0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.95627] converting display bitmap 091AE028 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.95679] added dtor for bitmap 091AB5D0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.95686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.95693] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.95811] removed dtor for bitmap 091AB5D0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.95876] converting display bitmap 091B9F28 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.95928] added dtor for bitmap 091AB5D0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.95935] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.95942] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.96059] removed dtor for bitmap 091AB5D0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.96124] converting display bitmap 091B9D80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.96181] added dtor for bitmap 091ABFC0, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.96189] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.96196] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.96296] removed dtor for bitmap 091ABFC0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.96362] converting display bitmap 091BA630 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.96414] added dtor for bitmap 091AB778, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.96423] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.96432] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.96563] removed dtor for bitmap 091AB778
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.96629] converting display bitmap 091B9BD8 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.96679] added dtor for bitmap 091ABE18, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.96686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.96693] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  45.96797] removed dtor for bitmap 091ABE18
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  45.96863] converting display bitmap 091B97E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  45.96918] added dtor for bitmap 091ABAC8, func 796B17D5
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  45.96924] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  45.96931] _al_d3d_sync_bitmap (video) ref count == 1
